id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
1046832,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina3.html?offer=128787,"Корм сухой для кошек подушечки паштет говядина, 5 кг",2125,1700,Whiskas
1046829,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-podushechki-pashtet-govyadina.html?offer=128781,"Корм сухой для кошек подушечки паштет говядина, 350 г",163,130.4,Whiskas
1046401,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-lomtiki-losos-v-souse.html?offer=127804,Корм влажный для кошек ломтики лосось в соусе,39,31.2,Sheba
1040006,https://4lapy.ru//catalog/koshki/korm-koshki/gourmet-natural-recepty-ind-gor-26h75g.html?offer=112311,"Влажный корм Натуральные рецепты для кошек, томленая индейка с горошком, 75 г",47,34,Гурмэ®
1040005,https://4lapy.ru//catalog/koshki/korm-koshki/gourmet-natural-recepty-los-zelfas26h75g.html?offer=112309,"Влажный корм Натуральные рецепты для кошек, лосось-гриль с зеленой фасолью, 75 г",47,34,Гурмэ®
1040004,https://4lapy.ru//catalog/koshki/korm-koshki/gourmet-natural-recepty-gov-tomat26h75g.html?offer=112307,"Влажный корм Натуральные рецепты для кошек, тушеная говядина с томатами, 75 г",47,34,Гурмэ®
1040003,https://4lapy.ru//catalog/koshki/korm-koshki/gourmet-natural-recepty-kur-mork-26h75g.html?offer=112305,"Влажный корм Натуральные рецепты для кошек, курица на пару с морковью, 75 г",47,34,Гурмэ®
1038958,https://4lapy.ru//catalog/koshki/korm-koshki/perle-zhele-de-lyuks-dlya-koshek-s-lososem-v-zhele-75-g.html?offer=109754,"Влажный корм Перл Желе Де-Люкс для кошек, с лососем в роскошном желе, 75 г",47,34,Гурмэ®
1038957,https://4lapy.ru//catalog/koshki/korm-koshki/perle-zhele-de-lyuks-dlya-koshek-s-kuricey-v-zhele-75-g.html?offer=109752,"Влажный корм Перл Желе Де-Люкс для кошек, с курицей в роскошном желе, 75 г",47,34,Гурмэ®
1038956,https://4lapy.ru//catalog/koshki/korm-koshki/perle-zhele-de-lyuks-dlya-koshek-s-govyadinoy-v-zhele-75-g.html?offer=109750,"Влажный корм Перл Желе Де-Люкс для кошек, с говядиной в роскошном желе, 75 г",47,34,Гурмэ®
1016483,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_Viskas_suhoy_dlya_sterilizovannyh_koshek_i_kastrirovannyhkotovkuritsa.html?offer=43421,"Корм для стерилизованных кошек и котов старше 1 года, с курицей и вкусными подушечками, 5 кг",2125,1700,Whiskas
1008887,https://4lapy.ru//catalog/koshki/korm-koshki/Whiskas_suhoy_korm_dlya_koshek_Vkusnye_podushechki_s_negnym_pashtetom_kuritsaindeyka.html?offer=41826,"Корм для кошек старше 1 года, вкусные подушечки с нежным паштетом, аппетитное ассорти с курицей и индейкой, 350 г",163,130.4,Whiskas
1008885,https://4lapy.ru//catalog/koshki/korm-koshki/Whiskas_suhoy_korm_dlya_kotyat_assorti_indeykamorkov_i_podushechki_s_molokom.html?offer=41822,"Корм для котят от 2 до 12 месяцев, вкусные подушечки с молоком, аппетитное ассорти с индейкой и морковью, 350 г",163,130.4,Whiskas
1016207,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_dlya_koshek_Viskas__suhoy__dlya_sterilizovanyh_koshek_i_kastrirovannyhkotov_govyadina_up__350g_1016207.html?offer=31058,"Корм для стерилизованных кошек и котов старше 1 года, с говядиной и вкусными подушечками, 350 г",163,130.4,Whiskas
1058752,https://4lapy.ru//catalog/koshki/korm-koshki/suhoy-korm-dlya-sterilizovannyh-koshek-losos-i-yachmen-pak-1-5kg.html?offer=159398,"Natural Cat Сухой корм для стерилизованных кошек с лососем и ячменем, 1,5 кг",1709,not_pomo_price,Guabi Natural
1056421,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-zdorove-pochek-losos-v-souse-75g.html?offer=154305,"Корм влажный для кошек Здоровье почек, лосось в соусе, 75 гр.",38,not_pomo_price,Perfect Fit
1054905,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-yagnenok-i-kurica.html?offer=149435,"Двойная вкуснятина корм влажный для кошек Ягненок и курица, 75г",32,not_pomo_price,Felix
1054904,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-losos-i-forel.html?offer=149433,"Двойная вкуснятина корм влажный для кошек Лосось и форель, 75г",32,not_pomo_price,Felix
1054903,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-indeyka-i-pechen.html?offer=149431,"Двойная вкуснятина корм влажный для кошек Индейка и печень, 75г",32,not_pomo_price,Felix
1054902,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-govyadina-i-ptica.html?offer=149429,"Двойная вкуснятина корм влажный для кошек Говядина и птица, 75г",32,not_pomo_price,Felix
1054901,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-yagnenok1.html?offer=149427,"Аппетитные кусочки корм влажный для кошек с ягненком, 75г",32,not_pomo_price,Felix
1054900,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-forel.html?offer=149425,"Аппетитные кусочки корм влажный для кошек с форелью, 75г",32,not_pomo_price,Felix
1054899,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-losos1.html?offer=149423,"Аппетитные кусочки корм влажный для кошек с лососем, 75г",32,not_pomo_price,Felix
1054898,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-kurica-i-tomat.html?offer=149421,"Аппетитные кусочки корм влажный для кошек с курицей и томатом, 75г",32,not_pomo_price,Felix
1054897,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-kurica.html?offer=149419,"Аппетитные кусочки корм влажный для кошек с курицей, 75г",32,not_pomo_price,Felix
1054896,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-krolik1.html?offer=149417,"Аппетитные кусочки корм влажный для кошек с кроликом, 75г",32,not_pomo_price,Felix
1054895,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-kotyat-kurica.html?offer=149415,"Аппетитные кусочки корм влажный для котят с курицей, 75г",32,not_pomo_price,Felix
1054894,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-indeyka1.html?offer=149413,"Аппетитные кусочки корм влажный для кошек с индейкой, 75г",32,not_pomo_price,Felix
1054893,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-govyadina1.html?offer=149411,"Аппетитные кусочки корм влажный для кошек с говядиной, 75г",32,not_pomo_price,Felix
1054892,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-utka-i-morkov-v-souse.html?offer=149409,"Sensations корм влажный для кошек Утка с морковью в соусе, 75г",32,not_pomo_price,Felix
1054891,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-treska-i-tomat-v-souse.html?offer=149407,"Sensations корм влажный для кошек Треска с томатами в соусе, 75г",32,not_pomo_price,Felix
1054890,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-indeyka-i-bekon-v-souse.html?offer=149405,"Sensations корм влажный для кошек Индейка со вкусом бекона в соусе, 75г",32,not_pomo_price,Felix
1054889,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-govyadina-i-tomat-v-souse.html?offer=149403,"Sensations корм влажный для кошек Говядина с томатами в соусе, 75г",32,not_pomo_price,Felix
1054888,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-utka-i-shpinat-v-zhele.html?offer=149401,"Sensations корм влажный для кошек Утка со шпинатом в желе, 75г",32,not_pomo_price,Felix
1054887,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-losos-i-treska-v-zhele.html?offer=149399,"Sensations корм влажный для кошек Лосось со вкусом трески в желе, 75г",32,not_pomo_price,Felix
1054886,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-kurica-i-morkov-v-zhele.html?offer=149397,"Sensations корм влажный для кошек Курица с морковью в желе, 75г",32,not_pomo_price,Felix
1054885,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-govyadina-i-tomat-v-zhele.html?offer=149395,"Sensations корм влажный для кошек Говядина с томатами в желе, 75г",32,not_pomo_price,Felix
1053990,https://4lapy.ru//catalog/koshki/korm-koshki/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-ryboy-200-g.html?offer=146926,Двойная Вкуснятина для взрослых кошек с рыбой 200 г,123,not_pomo_price,Felix
1053989,https://4lapy.ru//catalog/koshki/korm-koshki/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-pticey-200-g.html?offer=146924,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с птицей, 200 г",123,not_pomo_price,Felix
1053988,https://4lapy.ru//catalog/koshki/korm-koshki/dvoynaya-vkusnyatina-dlya-vzroslyh-koshek-s-myasom-200-g.html?offer=146922,"Двойная Вкуснятина сухой корм для взрослых кошек для взрослых кошек с мясом, 200 г",123,not_pomo_price,Felix
1051423,https://4lapy.ru//catalog/koshki/korm-koshki/premium-pauch-dlya-vzroslykh-sterilizovannykh-koshek-utka-s-yablokami-v-zhele.html?offer=139572,"Premium пауч для взрослых стерилизованных кошек утка с яблоками в желе, 85 гр",69,not_pomo_price,Brit
1051271,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sobak-utka-i-losos.html?offer=139015,"Toscana Корм сухой для собак с мясом утки и лососем, 2,8 кг",2055,not_pomo_price,Happy Dog
1050547,https://4lapy.ru//catalog/koshki/korm-koshki/premium-pauch-dlya-vzroslykh-koshek-losos-i-forel.html?offer=137725,Premium пауч для взрослых кошек лосось и форель,69,not_pomo_price,Brit
1050546,https://4lapy.ru//catalog/koshki/korm-koshki/premium-pauch-dlya-vzroslykh-koshek-treska-v-souse.html?offer=137723,Premium пауч для взрослых кошек треска в соусе,69,not_pomo_price,Brit
1049992,https://4lapy.ru//catalog/koshki/korm-koshki/felix-myasnye-lomtiki-korm-konservirovannyy-polnoratsionnyy-dlya-vzroslykh-koshek-s-utkoy-pauch-75g.html?offer=135967,"Мясные ломтики влажный корм для взрослых кошек с уткой, в соусе, 75 г",32,not_pomo_price,Felix
1049991,https://4lapy.ru//catalog/koshki/korm-koshki/felix-myasnye-lomtiki-korm-konservirovannyy-polnoratsionnyy-dlya-vzroslykh-koshek-s-kuritsey-pauch-75g.html?offer=135965,"Мясные ломтики влажный корм для взрослых кошек с курицей, в соусе, 75 г",32,not_pomo_price,Felix
1049990,https://4lapy.ru//catalog/koshki/korm-koshki/felix-myasnye-lomtiki-korm-konservirovannyy-polnoratsionnyy-dlya-vzroslykh-koshek-s-govyadinoy-pauch-75g.html?offer=135963,"Мясные ломтики влажный корм для взрослых кошек с говядиной, в соусе, 75 г",32,not_pomo_price,Felix
1049996,https://4lapy.ru//catalog/koshki/korm-koshki/multipak-pro-plan-nutri-savour-dlya-vzroslykh-sterilizovannykh-koshek-i-kastrirovannykh-kotov-36kh85-g-s-indeykoy-v-zhele-pauch-18kh85-g-sokeanicheskoy-ryb.html?offer=135961,"Sterilised влажный корм для взрослых кошек для стерилизованных с индейкой, океанической рыбой, в желе, 85 г х 36 шт.",2915,not_pomo_price,Pro Plan ®
1049814,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-appetitnaya-kurochka.html?offer=135530,"Корм сухой для кошек Курочка аппетитная, 800 г",233,not_pomo_price,Kitekat
1049812,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-sterilizovannyh-koshek-pashtet-s-indeykoy.html?offer=135528,"Влажный корм для стерилизованных кошек, паштет с индейкой, 75 г",38,not_pomo_price,Perfect Fit
1049811,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-sterilizovannyh-koshek-pashtet-s-govyadinoy.html?offer=135526,"Влажный корм для стерилизованных кошек, паштет с говядиной, 75 г",38,not_pomo_price,Perfect Fit
1049809,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-kotyat-s-kuricey-v-souse1.html?offer=135522,"Влажный корм для котят с курицей в соусе, 75 г",38,not_pomo_price,Perfect Fit
1049806,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyydlya-sterilizovannyh-koshek-s-kuricey-v-souse.html?offer=135516,"Влажный корм для стерилизованных кошек с курицей в соусе, 75 г",38,not_pomo_price,Perfect Fit
1049534,https://4lapy.ru//catalog/koshki/korm-koshki/felix-600g-dlya-koshek-myasnoe-obedenie-govyadina.html?offer=134559,"Мясное объедение сухой корм для взрослых кошек с говядиной, 600 г",315,not_pomo_price,Felix
1049532,https://4lapy.ru//catalog/koshki/korm-koshki/felix-1-3kg-dlya-koshek-myasnoe-obedenie-kurica.html?offer=134556,"Мясное объедение сухой корм для взрослых кошек с курицей, 1,3 кг",617,not_pomo_price,Felix
1043393,https://4lapy.ru//catalog/koshki/korm-koshki/felix-sensations-supervkus-ind-yagd24x75g.html?offer=120471,"Sensations Супервкус влажный корм для взрослых кошек с индейкой и ягодами, в желе, 75 г",32,not_pomo_price,Felix
1043392,https://4lapy.ru//catalog/koshki/korm-koshki/felix-sensations-supervkus-gov-syr24x75g.html?offer=120469,"Sensations Супервкус влажный корм для взрослых кошек с говядиной и сыром, в желе, 75 г",32,not_pomo_price,Felix
1041476,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-krasota-shersti-i-zdorove-kozhi-s-indeykoy.html?offer=115008,"Корм сухой для кошек для красоты шерсти и здоровья кожи с индейкой, 650г",417,not_pomo_price,Perfect Fit
1040009,https://4lapy.ru//catalog/koshki/korm-koshki/felix-d-kotyat-dvoynvkus-kurochka-8x600g.html?offer=112322,"Двойная Вкуснятина сухой корм для котят до 1 года для котят до 1 года с курочкой, 600 г",317,not_pomo_price,Felix
1037154,https://4lapy.ru//catalog/koshki/korm-koshki/suhoy-korm-hills-science-plan-dlya-kotyat-dlya-zdorovogo-rosta-i-razvitiya-s-tuncom-7-kg.html?offer=104629,"Сухой корм Hills Science Plan для котят для здорового роста и развития,с тунцом, 7 кг",7415,not_pomo_price,Hill's
1031563,https://4lapy.ru//catalog/koshki/korm-koshki/vlazhnyy-korm-dlya-koshek-yagnenok-v-souse.html?offer=90676,"Влажный корм для кошек,с ягненком в соусе, 85 г",23,not_pomo_price,Kitekat
1031521,https://4lapy.ru//catalog/koshki/korm-koshki/feliks-pauch-85g-d-koshek-losos-v-souse.html?offer=90467,"Природа вкуса влажный корм для взрослых кошек с лососем, в соусе, 85 г",30,not_pomo_price,Felix
1031520,https://4lapy.ru//catalog/koshki/korm-koshki/feliks-pauch-85g-d-koshek-govyadina-v-souse.html?offer=90465,"Природа вкуса влажный корм для взрослых кошек с говядиной, в соусе, 85 г",30,not_pomo_price,Felix
1031519,https://4lapy.ru//catalog/koshki/korm-koshki/feliks-pauch-85g-d-koshek-kurica-v-souse.html?offer=90463,"Природа вкуса влажный корм для взрослых кошек с курицей, в соусе, 85 г",30,not_pomo_price,Felix
1031518,https://4lapy.ru//catalog/koshki/korm-koshki/feliks-pauch-48g-d-koshek-krem-sup-s-treskoy.html?offer=90461,"Суп влажный корм для взрослых кошек с треской, в соусе, 48 г",24,not_pomo_price,Felix
1031517,https://4lapy.ru//catalog/koshki/korm-koshki/feliks-pauch-48g-d-koshek-krem-sup-s-govyadinoy.html?offer=90459,"Суп влажный корм для взрослых кошек с говядиной, в соусе, 48 г",24,not_pomo_price,Felix
1031516,https://4lapy.ru//catalog/koshki/korm-koshki/feliks-pauch-48g-d-koshek-krem-sup-s-kuricey.html?offer=90457,"Суп влажный корм для взрослых кошек с курицей, в соусе, 48 г",24,not_pomo_price,Felix
1026746,https://4lapy.ru//catalog/koshki/korm-koshki/purina-vetdieta-pauch-85g-dlya-koshek-dm-pri-diabete-govyadina.html?offer=77135,"Veterinary Diets DM ST/OX Diabetes Management влажный корм для взрослых кошек при диабете, с говядиной, в соусе, 85 г",147,not_pomo_price,Purina
1016800,https://4lapy.ru//catalog/koshki/korm-koshki/Perfect_Fit_suhoy_korm_dlya_domashnih_koshek_kuritsa.html?offer=42968,"Корм сухой для домашних кошек с курицей, 650 г",417,not_pomo_price,Perfect Fit
1016805,https://4lapy.ru//catalog/koshki/korm-koshki/Perfect_Fit_Junior_suhoy_korm_dlya_kotyat_kuritsa.html?offer=41872,"Корм сухой для котят от 2 до 12 месяцев с курицей, 650 г",417,not_pomo_price,Perfect Fit
1020582,https://4lapy.ru//catalog/koshki/korm-koshki/Perfect_Fit_suhoy_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_indeyka.html?offer=41875,"Корм сухой для кошек с чувствительным пищеварением с индейкой, 650 г",417,not_pomo_price,Perfect Fit
1016806,https://4lapy.ru//catalog/koshki/korm-koshki/Perfect_Fit_suhoy_korm_dlya_kastrirovannyh_kotov_i_sterilizovannyh_koshek_kuritsa.html?offer=41873,"Корм сухой для стерилизованных кошек с курицей, 650 г",417,not_pomo_price,Perfect Fit
1015490,https://4lapy.ru//catalog/koshki/korm-koshki/Kitekat_suhoy_korm_dlya_koshek_Appetitnaya_telyatinka.html?offer=41834,"Корм для взрослых кошек, телятинка аппетитная, 350 г",107,not_pomo_price,Kitekat
1015489,https://4lapy.ru//catalog/koshki/korm-koshki/Kitekat_suhoy_korm_dlya_koshek_Myasnoy_pir.html?offer=41832,"Корм сухой для взрослых кошек, мясной пир, 350 г",107,not_pomo_price,Kitekat
1011110,https://4lapy.ru//catalog/koshki/korm-koshki/Friskies_pauch_dlya_koshek_kuritsa_85_g_1011110.html?offer=41678,"Влажный корм для взрослых кошек, с курицей в подливе, 85 г",23.9,not_pomo_price,Friskies
1017888,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_dvoynoy_vkus_losos_i_forel_v_gele_85_g_1017888.html?offer=41668,"Аппетитные кусочки. Двойная вкуснятина влажный корм для взрослых кошек с лососем и форелью, в желе, 85 г",32,not_pomo_price,Felix
1017887,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_dvoynoy_vkus_indeyka_i_pechen_v_gele_85_g_1017887.html?offer=41666,"Аппетитные кусочки. Двойная вкуснятина влажный корм для взрослых кошек с индейкой и печенью, в желе, 85 г",32,not_pomo_price,Felix
1017886,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_dvoynoy_vkus_yagnenok_i_kuritsa_v_gele_85_g_1017886.html?offer=41664,"Аппетитные кусочки. Двойная вкуснятина влажный корм для взрослых кошек с ягненком и курицей, в желе, 85 г",32,not_pomo_price,Felix
1017885,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_dvoynoy_vkus_govyadina_i_ptitsa_v_gele_85_g_1017885.html?offer=41662,"Аппетитные кусочки. Двойная вкуснятина влажный корм для взрослых кошек с говядиной и домашней птицей, в желе, 85 г",32,not_pomo_price,Felix
1009951,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_Sensation_pauch_dlya_koshek_v_udiv_souse_utka_v_souse_s_morkovyu_85_g_1009951.html?offer=41660,"Sensations влажный корм для взрослых кошек с уткой, в соусе, 85 г",32,not_pomo_price,Felix
1009948,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_Sensation_pauch_dlya_koshek_v_udiv__souse_govyadina_v_souse_s_tomatami_85_g_1009948.html?offer=41654,"Sensations влажный корм для взрослых кошек с говядиной, в соусе, 85 г",32,not_pomo_price,Felix
1007861,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_Sensation_pauch_dlya_koshek_utka_v_gele_so_shpinatom_85_g_1007861.html?offer=41652,"Sensations влажный корм для взрослых кошек с уткой, в желе, 85 г",32,not_pomo_price,Felix
1007860,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_Sensation_pauch_dlya_koshek_kuritsa_v_gele_s_morkovyu_85_g_1007860.html?offer=41650,"Sensations влажный корм для взрослых кошек с курицей, в желе, 85 г",32,not_pomo_price,Felix
1007858,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_Sensation_pauch_dlya_koshek_losos_v_gele_so_vkusom_treski_85_g_1007858.html?offer=41646,"Sensations влажный корм для взрослых кошек с лососем, в желе, 85 г",32,not_pomo_price,Felix
1007010,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_forel_v_gele_85_g_1007010.html?offer=41642,"Аппетитные кусочки влажный корм для взрослых кошек с форелью, в желе, 85 г",32,not_pomo_price,Felix
1005137,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_krolik_v_gele_85_g_1005137.html?offer=41640,"Аппетитные кусочки влажный корм для взрослых кошек с кроликом, в желе, 85 г",32,not_pomo_price,Felix
1005136,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_govyadina_v_gele_85_g_1005136.html?offer=41638,"Аппетитные кусочки влажный корм для взрослых кошек с говядиной, в желе, 85 г",32,not_pomo_price,Felix
1004723,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_kuritsa_v_gele_85_g_1004723.html?offer=41636,"Аппетитные кусочки влажный корм для взрослых кошек с курицей, в желе, 85 г",32,not_pomo_price,Felix
1004639,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_kuritsa_s_tomatami_v_gele_85_g_1004639.html?offer=41634,"Аппетитные кусочки влажный корм для взрослых кошек с курицей, в желе, 85 г",32,not_pomo_price,Felix
1004637,https://4lapy.ru//catalog/koshki/korm-koshki/Felix_pauch_dlya_koshek_losos_v_gele_85_g_1004637.html?offer=41630,"Аппетитные кусочки влажный корм для взрослых кошек с лососем, в желе, 85 г",32,not_pomo_price,Felix
1018606,https://4lapy.ru//catalog/koshki/korm-koshki/Kitekat_pauch_dlya_koshek_krolik_v_gele_85_g_1018606.html?offer=41530,"Влажный корм для кошек, с кроликом в желе, 85 г",23,not_pomo_price,Kitekat
1018603,https://4lapy.ru//catalog/koshki/korm-koshki/Kitekat_pauch_dlya_koshek_kuritsa_v_gele_85_g_1018603.html?offer=41526,"Влажный корм для кошек, с курицей в желе, 85 г",23,not_pomo_price,Kitekat
1018601,https://4lapy.ru//catalog/koshki/korm-koshki/Kitekat_pauch_dlya_koshek_govyadina_v_gele_85_g_1018601.html?offer=41522,"Влажный корм для кошек, с говядиной в желе, 85 г",23,not_pomo_price,Kitekat
1018600,https://4lapy.ru//catalog/koshki/korm-koshki/Kitekat_pauch_dlya_koshek_govyadina_v_souse_85_g_1018600.html?offer=41520,"Влажный корм для кошек, с говядиной в соусе, 85 г",23,not_pomo_price,Kitekat
1020581,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_suhoy_Perfekt_Fit_dlya_sterilizovannyh_kotov_i_koshek_s_govyadinoypak__650g_1020581.html?offer=31094,"Корм сухой для стерилизованных кошек с говядиной, 650 г",417,not_pomo_price,Perfect Fit
1020578,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_suhoy_Perfekt_Fit_dlya_koshek_starshe_7_let_s_kuritsey_pak__650g_1020578.html?offer=31090,"Корм сухой для стерилизованных кошек старше 7 лет с курицей, 650 г",417,not_pomo_price,Perfect Fit
1045492,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-govyadinoy.html?offer=125969,"Monoprotein Sterilised Beef корм для стерилизованных кошек с говядиной, 1.5кг",1819,not_pomo_price,Monge
1039529,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-forelyu1.html?offer=111428,корм для стерилизованных кошек с форелью,8999,not_pomo_price,Monge
1039530,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-utkoy.html?offer=111430,корм для стерилизованных кошек с уткой,8999,not_pomo_price,Monge
1019729,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tunets_i_kuritsa_s_krevetkami_100_g_1019729.html?offer=47714,"Влажный корм для кошек, с тунцом, курицей и креветками, 100 г",309,not_pomo_price,Schesir
1041081,https://4lapy.ru//catalog/koshki/korm-koshki/ciao-kons-80g-d-koshek-karpachcho-iz-mramornoy-vyrezki-tunca-s-parnym-file-kuricy-v-slivochnom-souse.html?offer=113756,консервы для кошек Карпаччо из мраморной вырезки тунца с парным филекурицы в сливочном соусе,237,not_pomo_price,INABA CIAO
1027905,https://4lapy.ru//catalog/koshki/korm-koshki/monge-cat-monoprotein-adult-rabbit-korm-dlya-vzroslyh-koshek-s-krolikom-10.html?offer=81115,"Monoprotein корм для взрослых кошек, с кроликом, 1,5 кг",1905,not_pomo_price,Monge
1002338,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tunetsokun_100_g_1002338.html?offer=45668,"Влажный корм для кошек, с тунцом и окунем, 100 г",309,not_pomo_price,Schesir
1009207,https://4lapy.ru//catalog/koshki/korm-koshki/Mealfeel_pauch_dlya_vzroslyh_koshek_losos_i_krevetki_v_souse_s_kusochkami_kurinogo_file_100_gr_1009207.html?offer=41554,"Functional Nutrition Adult Влажный корм (пауч) взрослых кошек, с лососем и креветками в соусе, 100 гр.",89,not_pomo_price,Mealfeel
1046315,https://4lapy.ru//catalog/koshki/korm-koshki/monge-cat-bwild-grain-free-pauch-iz-myasa-dikogo-kabana-s-ovoshchami-dlya-sterilizovannyh-koshek-85g.html?offer=127604,Cat BWild GRAIN FREE пауч из мяса дикого кабана с овощами длястерилизованных кошек 85г,115,not_pomo_price,Monge
1048953,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-suh-1-5kg-d-sterkoshaftekeaindkur-1-5kg-400g.html?offer=132686,"Sterilised Сухой корм для стерилизованных кошек с индейкой, 1,5 кг + 400г",1755,not_pomo_price,Pro Plan ®
1041074,https://4lapy.ru//catalog/koshki/korm-koshki/ciao-kons-80g-d-koshek-tunec-s-krabom-i-parnym-file-kuricy-v-slivochnom-souse.html?offer=113742,консервы для кошек Тунец с крабом и парным филе курицы в сливочномсоусе,237,not_pomo_price,INABA CIAO
1002332,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tunetsmalki_85_g_1002332.html?offer=41728,"Консервы для кошек, с тунцом и анчоусом, 85 г",295,not_pomo_price,Schesir
1002328,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tunetskuritsaris_v_sobstvennom_soku_85_g_1002328.html?offer=41720,"Консервы для кошек, с тунцом, курицей и рисом, 85 г",359,not_pomo_price,Schesir
1002336,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_kotyat_tunets_100_g_1002336.html?offer=49436,"Влажный корм для котят, с тунцом, 100 г",309,not_pomo_price,Schesir
1002326,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tunets_85_g_1002326.html?offer=41718,"Консервы для кошек, с тунцом, 85 г",295,not_pomo_price,Schesir
